NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY_FLAG,MEGA_EVOLUTION_FLAG,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL,CAPTURE_RATE,BASE_EGG_HATCH_CYCLE,BASE_EGG_HATCH_STEPS,EGG_GROUP1,EGG_GROUP2,BASE_EXP,EFFORT_HP,EFFORT_ATK,EFFORT_DEF,EFFORT_SP_ATK,EFFORT_SP_DEF,EFFORT_SPD,EFFORT_TOTAL
359,2,3592,Mega Absol,Dark,,White,Magic Bounce,,,3,0,1,1.2,49,65,150,60,115,60,115,565,30,25,6400,Field,,198,0,2,0,0,0,0,2
360,1,3601,Wynaut,Psychic,,Blue,Shadow Tag,,Telepathy,3,0,0,0.6,14,95,23,48,23,48,23,260,125,20,5120,Undiscovered,,52,1,0,0,0,0,0,1
361,1,3611,Snorunt,Ice,,Grey,Inner Focus,Ice Body,Moody,3,0,0,0.7,16.8,50,50,50,50,50,50,300,190,20,5120,Fairy,Mineral,60,1,0,0,0,0,0,1
362,1,3621,Glalie,Ice,,Grey,Inner Focus,Ice Body,Moody,3,0,0,1.5,256.5,80,80,80,80,80,80,480,75,20,5120,Fairy,Mineral,168,2,0,0,0,0,0,2
362,2,3622,Mega Glalie,Ice,,Grey,Refrigerate,,,3,0,1,2.1,350.2,80,120,80,120,80,100,580,75,20,5120,Fairy,Mineral,203,2,0,0,0,0,0,2
363,1,3631,Spheal,Ice,Water,Blue,Thick Fat,Ice Body,Oblivious,3,0,0,0.8,39.5,70,40,50,55,50,25,290,255,20,5120,Water1,Field,58,1,0,0,0,0,0,1
364,1,3641,Sealeo,Ice,Water,Blue,Thick Fat,Ice Body,Oblivious,3,0,0,1.1,87.6,90,60,70,75,70,45,410,120,20,5120,Water1,Field,144,2,0,0,0,0,0,2
365,1,3651,Walrein,Ice,Water,Blue,Thick Fat,Ice Body,Oblivious,3,0,0,1.4,150.6,110,80,90,95,90,65,530,45,20,5120,Water1,Field,265,3,0,0,0,0,0,3
366,1,3661,Clamperl,Water,,Blue,Shell Armor,,Rattled,3,0,0,0.4,52.5,35,64,85,74,55,32,345,255,20,5120,Water1,,69,0,0,1,0,0,0,1
367,1,3671,Huntail,Water,,Blue,Swift Swim,,Water Veil,3,0,0,1.7,27,55,104,105,94,75,52,485,60,20,5120,Water1,,170,0,1,1,0,0,0,2
368,1,3681,Gorebyss,Water,,Pink,Swift Swim,,Hydration,3,0,0,1.8,22.6,55,84,105,114,75,52,485,60,20,5120,Water1,,170,0,0,0,2,0,0,2
369,1,3691,Relicanth,Water,Rock,Grey,Swift Swim,,Sturdy,3,0,0,1,23.4,100,90,130,45,65,55,485,25,40,10240,Water1,Water2,170,1,0,1,0,0,0,2
370,1,3701,Luvdisc,Water,,Pink,Swift Swim,,Hydration,3,0,0,0.6,8.7,43,30,55,40,65,97,330,225,20,5120,Water2,,116,0,0,0,0,0,1,1
371,1,3711,Bagon,Dragon,,Blue,Rock Head,,Sheer Force,3,0,0,0.6,42.1,45,75,60,40,30,50,300,45,40,10240,Dragon,,60,0,1,0,0,0,0,1
372,1,3721,Shelgon,Dragon,,White,Rock Head,,Overcoat,3,0,0,1.1,110.5,65,95,100,60,50,50,420,45,40,10240,Dragon,,147,0,0,2,0,0,0,2
373,1,3731,Salamence,Dragon,Flying,Blue,Intimidate,,Moxie,3,0,0,1.5,102.6,95,135,80,110,80,100,600,45,40,10240,Dragon,,300,0,3,0,0,0,0,3
373,2,3732,Mega Salamence,Dragon,Flying,Blue,Aerilate,,,3,0,1,1.8,112.6,95,145,130,120,90,120,700,45,40,10240,Dragon,,350,0,3,0,0,0,0,3
374,1,3741,Beldum,Steel,Psychic,Blue,Clear Body,,Light Metal,3,0,0,0.6,95.2,40,55,80,35,60,30,300,3,40,10240,Mineral,,60,0,0,1,0,0,0,1
375,1,3751,Metang,Steel,Psychic,Blue,Clear Body,,Light Metal,3,0,0,1.2,202.5,60,75,100,55,80,50,420,3,40,10240,Mineral,,147,0,0,2,0,0,0,2
376,1,3761,Metagross,Steel,Psychic,Blue,Clear Body,,Light Metal,3,0,0,1.6,550,80,135,130,95,90,70,600,3,40,10240,Mineral,,300,0,0,3,0,0,0,3
376,2,3762,Mega Metagross,Steel,Psychic,Blue,Tough Claws,,,3,0,1,2.5,942.9,80,145,150,105,110,110,700,3,40,10240,Mineral,,350,0,0,3,0,0,0,3
377,1,3771,Regirock,Rock,,Brown,Clear Body,,Sturdy,3,1,0,1.7,230,80,100,200,50,100,50,580,3,80,20480,Undiscovered,,290,0,0,3,0,0,0,3
378,1,3781,Regice,Ice,,Blue,Clear Body,,Ice Body,3,1,0,1.8,175,80,50,100,100,200,50,580,3,80,20480,Undiscovered,,290,0,0,0,0,3,0,3
379,1,3791,Registeel,Steel,,Grey,Clear Body,,Light Metal,3,1,0,1.9,205,80,75,150,75,150,50,580,3,80,20480,Undiscovered,,290,0,0,2,0,1,0,3
380,1,3801,Latias,Dragon,Psychic,Red,Levitate,,,3,1,0,1.4,40,80,80,90,110,130,110,600,3,120,30720,Undiscovered,,300,0,0,0,0,3,0,3
380,2,3802,Mega Latias,Dragon,Psychic,Purple,Levitate,,,3,1,1,1.8,52,80,100,120,140,150,110,700,3,120,30720,Undiscovered,,350,0,0,0,0,3,0,3
381,1,3811,Latios,Dragon,Psychic,Blue,Levitate,,,3,1,0,2,60,80,90,80,130,110,110,600,3,120,30720,Undiscovered,,300,0,0,0,3,0,0,3
381,2,3812,Mega Latios,Dragon,Psychic,Purple,Levitate,,,3,1,1,2.3,70,80,130,100,160,120,110,700,3,120,30720,Undiscovered,,350,0,0,0,3,0,0,3
382,1,3821,Kyogre,Water,,Blue,Drizzle,,,3,1,0,4.5,352,100,100,90,150,140,90,670,3,120,30720,Undiscovered,,335,0,0,0,3,0,0,3
382,2,3822,Primal Kyogre,Water,,Blue,Primordial Sea,,,3,1,1,9.8,430,100,150,90,180,160,90,770,3,120,30720,Undiscovered,,385,0,0,0,3,0,0,3
383,1,3831,Groudon,Ground,,Red,Drought,,,3,1,0,3.5,950,100,150,140,100,90,90,670,3,120,30720,Undiscovered,,335,0,3,0,0,0,0,3
383,2,3832,Primal Groudon,Ground,Fire,Red,Desolate Land,,,3,1,1,5,999.7,100,180,160,150,90,90,770,3,120,30720,Undiscovered,,385,0,3,0,0,0,0,3
384,1,3841,Rayquaza,Dragon,Flying,Green,Air Lock,,,3,1,0,7,206.5,105,150,90,150,90,95,680,45,120,30720,Undiscovered,,340,0,2,0,1,0,0,3
384,2,3842,Mega Rayquaza,Dragon,Flying,Green,Delta Stream,,,3,1,1,10.8,392,105,180,100,180,100,115,780,45,120,30720,Undiscovered,,390,0,2,0,1,0,0,3
385,1,3851,Jirachi,Steel,Psychic,Yellow,Serene Grace,,,3,1,0,0.3,1.1,100,100,100,100,100,100,600,3,120,30720,Undiscovered,,300,3,0,0,0,0,0,3
386,1,3861,Deoxys,Psychic,,Red,Pressure,,,3,1,0,1.7,60.8,50,150,50,150,50,150,600,3,120,30720,Undiscovered,,300,0,1,0,1,0,1,3
386,2,3862,Deoxys,Psychic,,Red,Pressure,,,3,1,0,1.7,60.8,50,180,20,180,20,150,600,3,120,30720,Undiscovered,,300,0,2,0,1,0,0,3
386,3,3863,Deoxys,Psychic,,Red,Pressure,,,3,1,0,1.7,60.8,50,70,160,70,160,90,600,3,120,30720,Undiscovered,,300,0,0,2,0,1,0,3
386,4,3864,Deoxys,Psychic,,Red,Pressure,,,3,1,0,1.7,60.8,50,95,90,95,90,180,600,3,120,30720,Undiscovered,,300,0,0,0,0,0,3,3
387,1,3871,Turtwig,Grass,,Green,Overgrow,,Shell Armor,4,0,0,0.4,10.2,55,68,64,45,55,31,318,45,20,5120,Monster,Grass,64,0,1,0,0,0,0,1
388,1,3881,Grotle,Grass,,Green,Overgrow,,Shell Armor,4,0,0,1.1,97,75,89,85,55,65,36,405,45,20,5120,Monster,Grass,142,0,1,1,0,0,0,2
389,1,3891,Torterra,Grass,Ground,Green,Overgrow,,Shell Armor,4,0,0,2.2,310,95,109,105,75,85,56,525,45,20,5120,Monster,Grass,263,0,2,1,0,0,0,3
390,1,3901,Chimchar,Fire,,Brown,Blaze,,Iron Fist,4,0,0,0.5,6.2,44,58,44,58,44,61,309,45,20,5120,Field,Human-Like,62,0,0,0,0,0,1,1
391,1,3911,Monferno,Fire,Fighting,Brown,Blaze,,Iron Fist,4,0,0,0.9,22,64,78,52,78,52,81,405,45,20,5120,Field,Human-Like,142,0,0,0,1,0,1,2
392,1,3921,Infernape,Fire,Fighting,Brown,Blaze,,Iron Fist,4,0,0,1.2,55,76,104,71,104,71,108,534,45,20,5120,Field,Human-Like,267,0,1,0,1,0,1,3
393,1,3931,Piplup,Water,,Blue,Torrent,,Defiant,4,0,0,0.4,5.2,53,51,53,61,56,40,314,45,20,5120,Water1,Field,63,0,0,0,1,0,0,1
394,1,3941,Prinplup,Water,,Blue,Torrent,,Defiant,4,0,0,0.8,23,64,66,68,81,76,50,405,45,20,5120,Water1,Field,142,0,0,0,2,0,0,2
395,1,3951,Empoleon,Water,Steel,Blue,Torrent,,Defiant,4,0,0,1.7,84.5,84,86,88,111,101,60,530,45,20,5120,Water1,Field,265,0,0,0,3,0,0,3
396,1,3961,Starly,Normal,Flying,Brown,Keen Eye,,Reckless,4,0,0,0.3,2,40,55,30,30,30,60,245,255,15,3840,Flying,,49,0,0,0,0,0,1,1
397,1,3971,Staravia,Normal,Flying,Brown,Intimidate,,Reckless,4,0,0,0.6,15.5,55,75,50,40,40,80,340,120,15,3840,Flying,,119,0,0,0,0,0,2,2
398,1,3981,Staraptor,Normal,Flying,Brown,Intimidate,,Reckless,4,0,0,1.2,24.9,85,120,70,50,60,100,485,45,15,3840,Flying,,243,0,3,0,0,0,0,3
399,1,3991,Bidoof,Normal,,Brown,Simple,Unaware,Moody,4,0,0,0.5,20,59,45,40,35,40,31,250,255,15,3840,Water1,Field,50,1,0,0,0,0,0,1
400,1,4001,Bibarel,Normal,Water,Brown,Simple,Unaware,Moody,4,0,0,1,31.5,79,85,60,55,60,71,410,127,15,3840,Water1,Field,144,0,2,0,0,0,0,2
401,1,4011,Kricketot,Bug,,Red,Shed Skin,,Run Away,4,0,0,0.3,2.2,37,25,41,25,41,25,194,255,15,3840,Bug,,39,0,0,1,0,0,0,1
402,1,4021,Kricketune,Bug,,Red,Swarm,,Technician,4,0,0,1,25.5,77,85,51,55,51,65,384,45,15,3840,Bug,,134,0,2,0,0,0,0,2
403,1,4031,Shinx,Electric,,Blue,Rivalry,Intimidate,Guts,4,0,0,0.5,9.5,45,65,34,40,34,45,263,235,20,5120,Field,,53,0,1,0,0,0,0,1
404,1,4041,Luxio,Electric,,Blue,Rivalry,Intimidate,Guts,4,0,0,0.9,30.5,60,85,49,60,49,60,363,120,20,5120,Field,,127,0,2,0,0,0,0,2
405,1,4051,Luxray,Electric,,Blue,Rivalry,Intimidate,Guts,4,0,0,1.4,42,80,120,79,95,79,70,523,45,20,5120,Field,,262,0,3,0,0,0,0,3
406,1,4061,Budew,Grass,Poison,Green,Natural Cure,Poison Point,Leaf Guard,4,0,0,0.2,1.2,40,30,35,50,70,55,280,255,20,5120,Undiscovered,,56,0,0,0,1,0,0,1
407,1,4071,Roserade,Grass,Poison,Green,Natural Cure,Poison Point,Technician,4,0,0,0.9,14.5,60,70,65,125,105,90,515,75,20,5120,Fairy,Grass,258,0,0,0,3,0,0,3
408,1,4081,Cranidos,Rock,,Blue,Mold Breaker,,Sheer Force,4,0,0,0.9,31.5,67,125,40,30,30,58,350,45,30,7680,Monster,,70,0,1,0,0,0,0,1
409,1,4091,Rampardos,Rock,,Blue,Mold Breaker,,Sheer Force,4,0,0,1.6,102.5,97,165,60,65,50,58,495,45,30,7680,Monster,,173,0,2,0,0,0,0,2
410,1,4101,Shieldon,Rock,Steel,Grey,Sturdy,,Soundproof,4,0,0,0.5,57,30,42,118,42,88,30,350,45,30,7680,Monster,,70,0,0,1,0,0,0,1
411,1,4111,Bastiodon,Rock,Steel,Grey,Sturdy,,Soundproof,4,0,0,1.3,149.5,60,52,168,47,138,30,495,45,30,7680,Monster,,173,0,0,2,0,0,0,2
412,1,4121,Burmy,Bug,,Green,Shed Skin,,Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224,120,15,3840,Bug,,45,0,0,0,0,1,0,1
412,2,4122,Burmy,Bug,,Brown,Shed Skin,,Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224,120,15,3840,Bug,,45,0,0,0,0,1,0,1
412,3,4123,Burmy,Bug,,Red,Shed Skin,,Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224,120,15,3840,Bug,,45,0,0,0,0,1,0,1
413,1,4131,Wormadam,Bug,Grass,Green,Anticipation,,Overcoat,4,0,0,0.5,6.5,60,59,85,79,105,36,424,45,15,3840,Bug,,148,0,0,0,0,2,0,2
413,2,4132,Wormadam,Bug,Ground,Brown,Anticipation,,Overcoat,4,0,0,0.5,6.5,60,79,105,59,85,36,424,45,15,3840,Bug,,148,0,0,2,0,0,0,2
413,3,4133,Wormadam,Bug,Steel,Red,Anticipation,,Overcoat,4,0,0,0.5,6.5,60,69,95,69,95,36,424,45,15,3840,Bug,,148,0,0,1,0,1,0,2
414,1,4141,Mothim,Bug,Flying,Yellow,Swarm,,Tinted Lens,4,0,0,0.9,23.3,70,94,50,94,50,66,424,45,15,3840,Bug,,148,0,1,0,1,0,0,2
415,1,4151,Combee,Bug,Flying,Yellow,Honey Gather,,Hustle,4,0,0,0.3,5.5,30,30,42,30,42,70,244,120,15,3840,Bug,,49,0,0,0,0,0,1,1
416,1,4161,Vespiquen,Bug,Flying,Yellow,Pressure,,Unnerve,4,0,0,1.2,38.5,70,80,102,80,102,40,474,45,15,3840,Bug,,166,0,0,1,0,1,0,2
417,1,4171,Pachirisu,Electric,,White,Run Away,Pickup,Volt Absorb,4,0,0,0.4,3.9,60,45,70,45,90,95,405,200,10,2560,Field,Fairy,142,0,0,0,0,0,1,1
418,1,4181,Buizel,Water,,Brown,Swift Swim,,Water Veil,4,0,0,0.7,29.5,55,65,35,60,30,85,330,190,20,5120,Water1,Field,66,0,0,0,0,0,1,1
419,1,4191,Floatzel,Water,,Brown,Swift Swim,,Water Veil,4,0,0,1.1,33.5,85,105,55,85,50,115,495,75,20,5120,Water1,Field,173,0,0,0,0,0,2,2
420,1,4201,Cherubi,Grass,,Pink,Chlorophyll,,,4,0,0,0.4,3.3,45,35,45,62,53,35,275,190,20,5120,Fairy,Grass,55,0,0,0,1,0,0,1
421,1,4211,Cherrim,Grass,,Pink,Flower Gift,,,4,0,0,0.5,9.3,70,60,70,87,78,85,450,75,20,5120,Fairy,Grass,158,0,0,0,2,0,0,2
421,2,4212,Cherrim,Grass,,Purple,Flower Gift,,,4,0,0,0.5,9.3,70,60,70,87,78,85,450,75,20,5120,Fairy,Grass,158,0,0,0,2,0,0,2
422,1,4221,Shellos,Water,,Purple,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.3,6.3,76,48,48,57,62,34,325,190,20,5120,Water1,Amorphous,65,1,0,0,0,0,0,1
422,2,4222,Shellos,Water,,Blue,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.3,6.3,76,48,48,57,62,34,325,190,20,5120,Water1,Amorphous,65,1,0,0,0,0,0,1
423,1,4231,Gastrodon,Water,Ground,Purple,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.9,29.9,111,83,68,92,82,39,475,75,20,5120,Water1,Amorphous,166,2,0,0,0,0,0,2
423,2,4232,Gastrodon,Water,Ground,Blue,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.9,29.9,111,83,68,92,82,39,475,75,20,5120,Water1,Amorphous,166,2,0,0,0,0,0,2
424,1,4241,Ambipom,Normal,,Purple,Technician,Pickup,Skill Link,4,0,0,1.2,20.3,75,100,66,60,66,115,482,45,20,5120,Field,,169,0,0,0,0,0,2,2
425,1,4251,Drifloon,Ghost,Flying,Purple,Aftermath,Unburden,Flare Boost,4,0,0,0.4,1.2,90,50,34,60,44,70,348,125,30,7680,Amorphous,,70,1,0,0,0,0,0,1
426,1,4261,Drifblim,Ghost,Flying,Purple,Aftermath,Unburden,Flare Boost,4,0,0,1.2,15,150,80,44,90,54,80,498,60,30,7680,Amorphous,,174,2,0,0,0,0,0,2
427,1,4271,Buneary,Normal,,Brown,Run Away,Klutz,Limber,4,0,0,0.4,5.5,55,66,44,44,56,85,350,190,20,5120,Field,Human-Like,70,0,0,0,0,0,1,1
428,1,4281,Lopunny,Normal,,Brown,Cute Charm,Klutz,Limber,4,0,0,1.2,33.3,65,76,84,54,96,105,480,60,20,5120,Field,Human-Like,168,0,0,0,0,0,2,2
428,2,4282,Mega Lopunny,Normal,Fighting,Brown,Scrappy,,,4,0,1,1.3,28.3,65,136,94,54,96,135,580,60,20,5120,Field,Human-Like,203,0,0,0,0,0,2,2
429,1,4291,Mismagius,Ghost,,Purple,Levitate,,,4,0,0,0.9,4.4,60,60,60,105,105,105,495,45,25,6400,Amorphous,,173,0,0,0,1,1,0,2
430,1,4301,Honchkrow,Dark,Flying,Black,Insomnia,Super Luck,Moxie,4,0,0,0.9,27.3,100,125,52,105,52,71,505,30,20,5120,Flying,,177,0,2,0,0,0,0,2
431,1,4311,Glameow,Normal,,Grey,Limber ,Own Tempo,Keen Eye,4,0,0,0.5,3.9,49,55,42,42,37,85,310,190,20,5120,Field,,62,0,0,0,0,0,1,1
432,1,4321,Purugly,Normal,,Grey,Thick Fat,Own Tempo,Defiant,4,0,0,1,43.8,71,82,64,64,59,112,452,75,20,5120,Field,,158,0,0,0,0,0,2,2
433,1,4331,Chingling,Psychic,,Yellow,Levitate,,,4,0,0,0.2,0.6,45,30,50,65,50,45,285,120,25,6400,Undiscovered,,57,0,0,0,1,0,0,1
434,1,4341,Stunky,Poison,Dark,Purple,Stench,Aftermath,Keen Eye,4,0,0,0.4,19.2,63,63,47,41,41,74,329,225,20,5120,Field,,66,0,0,0,0,0,1,1
435,1,4351,Skuntank,Poison,Dark,Purple,Stench,Aftermath,Keen Eye,4,0,0,1,38,103,93,67,71,61,84,479,60,20,5120,Field,,168,2,0,0,0,0,0,2
436,1,4361,Bronzor,Steel,Psychic,Green,Levitate,Heatproof,Heavy Metal,4,0,0,0.5,60.5,57,24,86,24,86,23,300,255,20,5120,Mineral,,60,0,0,1,0,0,0,1
437,1,4371,Bronzong,Steel,Psychic,Green,Levitate,Heatproof,Heavy Metal,4,0,0,1.3,187,67,89,116,79,116,33,500,90,20,5120,Mineral,,175,0,0,1,0,1,0,2
438,1,4381,Bonsly,Rock,,Brown,Sturdy,Rock Head,Rattled,4,0,0,0.5,15,50,80,95,10,45,10,290,255,20,5120,Undiscovered,,58,0,0,1,0,0,0,1
439,1,4391,Mime Jr.,Psychic,Fairy,Pink,Soundproof,Filter,Technician,4,0,0,0.6,13,20,25,45,70,90,60,310,145,25,6400,Undiscovered,,62,0,0,0,0,1,0,1
440,1,4401,Happiny,Normal,,Pink,Natural cure,Serene Grace,Friend Guard,4,0,0,0.6,24.4,100,5,5,15,65,30,220,130,40,10240,Undiscovered,,110,1,0,0,0,0,0,1
441,1,4411,Chatot,Normal,Flying,Black,Keen Eye,Tangled Feet,Big Pecks,4,0,0,0.5,1.9,76,65,45,92,42,91,411,30,20,5120,Flying,,144,0,1,0,0,0,0,1
442,1,4421,Spiritomb,Ghost,Dark,Purple,Pressure,,Infiltrator,4,0,0,1,108,50,92,108,92,108,35,485,100,30,7680,Amorphous,,170,0,0,1,0,1,0,2
443,1,4431,Gible,Dragon,Ground,Blue,Sand Veil,,Rough Skin,4,0,0,0.7,20.5,58,70,45,40,45,42,300,45,40,10240,Monster,Dragon,60,0,1,0,0,0,0,1
444,1,4441,Gabite,Dragon,Ground,Blue,Sand Veil,,Rough Skin,4,0,0,1.4,56,68,90,65,50,55,82,410,45,40,10240,Monster,Dragon,144,0,2,0,0,0,0,2
445,1,4451,Garchomp,Dragon,Ground,Blue,Sand Veil,,Rough Skin,4,0,0,1.9,95,108,130,95,80,85,102,600,45,40,10240,Monster,Dragon,300,0,3,0,0,0,0,3
445,2,4452,Mega Garchomp,Dragon,Ground,Blue,Sand Force,,,4,0,1,1.9,95,108,170,115,120,95,92,700,45,40,10240,Monster,Dragon,350,0,3,0,0,0,0,3
446,1,4461,Munchlax,Normal,,Black,Pickup,Thick Fat,Gluttony,4,0,0,0.6,105,135,85,40,40,85,5,390,50,40,10240,Undiscovered,,78,1,0,0,0,0,0,1
447,1,4471,Riolu,Fighting,,Blue,Steadfast,Inner Focus,Prankster,4,0,0,0.7,20.2,40,70,40,35,40,60,285,75,25,6400,Undiscovered,,57,0,1,0,0,0,0,1
448,1,4481,Lucario,Fighting,Steel,Blue,Steadfast,Inner Focus,Justified,4,0,0,1.2,54,70,110,70,115,70,90,525,45,25,6400,Field,Human-Like,184,0,1,0,1,0,0,2
448,2,4482,Mega Lucario,Fighting,Steel,Blue,Adaptability,,,4,0,1,1.3,57.5,70,145,88,140,70,112,625,45,25,6400,Field,Human-Like,219,0,1,0,1,0,0,2
449,1,4491,Hippopotas,Ground,,Brown,Sand Stream,,Sand Force,4,0,0,0.8,49.5,68,72,78,38,42,32,330,140,30,7680,Field,,66,0,0,1,0,0,0,1
450,1,4501,Hippowdon,Ground,,Brown,Sand Stream,,Sand Force,4,0,0,2,300,108,112,118,68,72,47,525,60,30,7680,Field,,184,0,0,2,0,0,0,2
451,1,4511,Skorupi,Poison,Bug,Purple,Battle Armor,Sniper,Keen Eye,4,0,0,0.8,12,40,50,90,30,55,65,330,120,20,5120,Bug,Water3,66,0,0,1,0,0,0,1
452,1,4521,Drapion,Poison,Dark,Purple,Battle Armor,Sniper,Keen Eye,4,0,0,1.3,61.5,70,90,110,60,75,95,500,45,20,5120,Bug,Water3,175,0,0,2,0,0,0,2
453,1,4531,Croagunk,Poison,Fighting,Blue,Anticipation,Dry Skin,Poison Touch,4,0,0,0.7,23,48,61,40,61,40,50,300,140,10,2560,Human-Like,,60,0,1,0,0,0,0,1
454,1,4541,Toxicroak,Poison,Fighting,Blue,Anticipation,Dry Skin,Poison Touch,4,0,0,1.3,44.4,83,106,65,86,65,85,490,75,20,5120,Human-Like,,172,0,2,0,0,0,0,2
455,1,4551,Carnivine,Grass,,Green,Levitate,,,4,0,0,1.4,27,74,100,72,90,72,46,454,200,25,6400,Grass,,159,0,2,0,0,0,0,2
456,1,4561,Finneon,Water,,Blue,Swift Swim,Storm Drain,Water Veil,4,0,0,0.4,7,49,49,56,49,61,66,330,190,20,5120,Water2,,66,0,0,0,0,0,1,1
457,1,4571,Lumineon,Water,,Blue,Swift Swim,Storm Drain,Water Veil,4,0,0,1.2,24,69,69,76,69,86,91,460,75,20,5120,Water2,,161,0,0,0,0,0,2,2
458,1,4581,Mantyke,Water,Flying,Blue,Swift Swim,Water Absorb,Water Veil,4,0,0,1,65,45,20,50,60,120,50,345,25,25,6400,Undiscovered,,69,0,0,0,0,1,0,1
459,1,4591,Snover,Grass,Ice,White,Snow Warning,,Soundproof,4,0,0,1,50.5,60,62,50,62,60,40,334,120,20,5120,Monster,Grass,67,0,1,0,0,0,0,1
460,1,4601,Abomasnow,Grass,Ice,White,Snow Warning,,Soundproof,4,0,0,2.2,135.5,90,92,75,92,85,60,494,60,20,5120,Monster,Grass,173,0,1,0,1,0,0,2
460,2,4602,Mega Abomasnow,Grass,Ice,White,Snow Warning,,,4,0,1,2.7,185,90,132,105,132,105,30,594,60,20,5120,Monster,Grass,208,0,1,0,1,0,0,2
461,1,4611,Weavile,Dark,Ice,Black,Pressure,,Pickpocket,4,0,0,1.1,34,70,120,65,45,85,125,510,45,20,5120,Field,,179,0,1,0,0,0,1,2
462,1,4621,Magnezone,Electric,Steel,Grey,Magnet Pull,Sturdy,Analytic,4,0,0,1.2,180,70,70,115,130,90,60,535,30,20,5120,Mineral,,268,0,0,0,3,0,0,3
463,1,4631,Lickilicky,Normal,,Pink,Own Tempo,Oblivious,Cloud Nine,4,0,0,1.7,140,110,85,95,80,95,50,515,30,20,5120,Monster,,180,3,0,0,0,0,0,3
464,1,4641,Rhyperior,Ground,Rock,Grey,Lightning Rod,Solid Rock,Reckless,4,0,0,2.4,282.8,115,140,130,55,55,40,535,30,20,5120,Monster,Field,268,0,3,0,0,0,0,3
465,1,4651,Tangrowth,Grass,,Blue,Chlorophyll,Leaf Guard,Regenerator,4,0,0,2,128.6,100,100,125,110,50,50,535,30,20,5120,Grass,,187,0,0,2,0,0,0,2
466,1,4661,Electivire,Electric,,Yellow,Motor Drive,,Vital Spilit,4,0,0,1.8,138.6,75,123,67,95,85,95,540,30,25,6400,Human-Like,,270,0,3,0,0,0,0,3
467,1,4671,Magmortar,Fire,,Red,Flame Body,,Vital Spilit,4,0,0,1.6,68,75,95,67,125,95,83,540,30,25,6400,Human-Like,,270,0,0,0,3,0,0,3
468,1,4681,Togekiss,Fairy,Flying,White,Hustle,Serene Grace,Super Luck,4,0,0,1.5,38,85,50,95,120,115,80,545,30,10,2560,Flying,Fairy,273,0,0,0,2,1,0,3
469,1,4691,Yanmega,Bug,Flying,Green,Speed Boost,Tinted Lens,Frisk,4,0,0,1.9,51.5,86,76,86,116,56,95,515,30,20,5120,Bug,,180,0,2,0,0,0,0,2
470,1,4701,Leafeon,Grass,,Green,Leaf Guard,,Chlorophyll,4,0,0,1,25.5,65,110,130,60,65,95,525,45,35,8960,Field,,184,0,0,2,0,0,0,2
471,1,4711,Glaceon,Ice,,Blue,Snow Cloak,,Ice Body,4,0,0,0.8,25.9,65,60,110,130,95,65,525,45,35,8960,Field,,184,0,0,0,2,0,0,2
472,1,4721,Gliscor,Ground,Flying,Purple,Hyper Cutter,Sand Veil,Poison Heal,4,0,0,2,42.5,75,95,125,45,75,95,510,30,20,5120,Bug,,179,0,0,2,0,0,0,2
473,1,4731,Mamoswine,Ice,Ground,Brown,Oblivious,Snow Cloak,Thick Fat,4,0,0,2.5,291,110,130,80,70,60,80,530,50,20,5120,Field,,265,0,3,0,0,0,0,3
474,1,4741,Porygon-Z,Normal,,Red,Adaptability,Download,Analytic,4,0,0,0.9,34,85,80,70,135,75,90,535,30,20,5120,Mineral,,268,0,0,0,3,0,0,3
475,1,4751,Gallade,Psychic,Fighting,White,Steadfast,,Justified,4,0,0,1.6,52,68,125,65,65,115,80,518,45,20,5120,Human-Like,Amorphous,259,0,3,0,0,0,0,3
475,2,4752,Mega Gallade,Psychic,Fighting,White,Inner Focus,,,4,0,1,1.6,56.4,68,165,95,65,115,110,618,45,20,5120,Human-Like,Amorphous,309,0,3,0,0,0,0,3
476,1,4761,Probopass,Rock,Steel,Grey,Sturdy,Magnet Pull,Sand Force,4,0,0,1.4,340,60,55,145,75,150,40,525,60,20,5120,Mineral,,184,0,0,1,0,2,0,3
477,1,4771,Dusknoir,Ghost,,Black,Pressure,,Frisk,4,0,0,2.2,106.6,45,100,135,65,135,45,525,45,25,6400,Amorphous,,263,0,0,1,0,2,0,3
478,1,4781,Froslass,Ice,Ghost,White,Snow Cloak,,Cursed Body,4,0,0,1.3,26.6,70,80,70,80,70,110,480,75,20,5120,Fairy,Mineral,168,0,0,0,0,0,2,2
479,1,4791,Rotom,Electric,Ghost,Red,Levitate,,,4,0,0,0.3,0.3,50,50,77,95,77,91,440,45,20,5120,Amorphous,,154,0,0,0,1,0,1,2
479,2,4792,Rotom,Electric,Fire,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,45,20,5120,Amorphous,,182,0,0,0,1,0,1,2
